Number,Title,Relevant,Date_Published,Date_bin,Source,URL,SearchTerm,Content,Keywords,Branch,PoliticalActor,Quote
405,Nearly 500000 More Americans Speak Out Against Federal Plan to Strip Wolves of Protections: [1],Y,3/31/2014,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/nearly-500-000-more-americans-speak-out-against/docview/1511823383/sem-2?accountid=14793,Wolf delisting AND Idaho,,Idaho Montana Wyoming Wolf De-listing Endangered Species Act Endangered Species List  Gray Wolves Hunting Protections Recovery NGO,NGO,Leda Huta Executive Director of the Endangered Species Coalition,When it comes to taking the wolf off of the endangered species list Secretary Jewell told the public Its about the science And you do what the science says Its now time to stand by both her stated commitment to follow science and the will of the American people She must immediately rescind the wolf delisting rule said Leda Huta Executive Director of the Endangered Species Coalition As the top official in charge of wildlife and wild places Secretary Jewell should ensure that gray wolves have the chance to fully recover wherever there is suitable habitat Policy decisions about wolves and other wildlife should be based on the best science not politics
320,Simpson Defends Wolf Delisting,Y,4/4/2014,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/simpson-defends-wolf-delisting/docview/1512687650/sem-2?accountid=14793,Wolf delisting AND Montana,Idaho Congressman Mike Simpson talked sage-grouse and wolves this week during hearings on the budget request for the Department of Interior During the hearing Simpson a member of the House Interior and Environment Appropriations Subcommittee responded harshly to criticisms by Democrats of the decision to remove wolves from the endangered species list and Idahos management of wolf populationsYou have got to remember that these wolves were reintroduced as a nonessential experimental population Idaho Montana and Wyoming have complied with the requirements when they were reintroduced and it has now gone over to state management said Simpson  Anyone that believed that we were actually going to reintroduce wolves into this environment and they werent going to explode in numbers and that we werent going it have to manage them like we do other species was living in a fantasy worldTo stress the impact wolves have on ranchers and families in Idaho Simpson told the Committee Ill bring you a picture and its of the 200 sheep that were killed the five dogs and the horse that were killed in one night by wolves in IdahoTo watch Simpson express these concerns to the House Interior and Environment Appropriations Subcommittee today visit his YouTube website (https://wwwyoutubecom/watch?v=x_o8kLwpOb8&feature=youtube)Simpson also criticized proposals in the BLMs budget to dramatically increase fees for grazing on public lands pointing out that the issue needs to be discussed holistically and not just focused on the fact that fees may be lower on BLM lands than on some state lands Just comparing the prices of what we charge for AUMs on federal lands versus state lands isnt really a good comparison he admonished I talk to ranchers who have allotments on both state and federal lands and they prefer to graze on state lands even though they may cost more because of the headache of dealing with federal agencies and issues on federal landsThe rest of Simpsons comments focused on the approaching September 15 deadline for determining whether the sage-grouse warrants listing as an endangered species Both BLM Deputy Director Neil Kornze and Fish and Wildlife Service Director Dan Ashe praised the State of Idahos efforts in crafting a good state management plan Simpson pushed the agencies to continue listening to state and local officialsYou say that the BLM and the Forest Service sit down with the Fish and Wildlife Service regularly in Idaho he said But are they coordinating with the state people? There is concern that there is agreement in the state but that it gets screwed up when it gets back to DCThe House Interior and Environment Appropriations Subcommittee oversees the budget for public lands agencies including the Forest Service the BLM and the Fish and Wildlife Service,Montana Idaho Wyoming Endangered Species Act Endangered Species List,Legislative,Representative Mike Simpson (R-ID), During the hearing Simpson a member of the House Interior and Environment Appropriations Subcommittee responded harshly to criticisms by Democrats of the decision to remove wolves from the endangered species list and Idahos management of wolf populationsYou have got to remember that these wolves were reintroduced as a nonessential experimental population Idaho Montana and Wyoming have complied with the requirements when they were reintroduced and it has now gone over to state management said Simpson  Anyone that believed that we were actually going to reintroduce wolves into this environment and they werent going to explode in numbers and that we werent going it have to manage them like we do other species was living in a fantasy worldTo stress the impact wolves have on ranchers and families in Idaho Simpson told the Committee Ill bring you a picture and its of the 200 sheep that were killed the five dogs and the horse that were killed in one night by wolves in Idaho
514,Victory for Wolves in Wyoming: [1],Y,9/23/2014,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/wire-feeds/victory-wolves-wyoming/docview/1564582163/se-2?accountid=14793,Wolf delisting AND Wyoming,The Sierra Club issued the following news release:Federal protections for gray wolves in Wyoming were reinstated today after a judge invalidated (http://earthjusticeorg/sites/default/files/files/14-09-23%20Doc%20%2068%20OPINIONpdf) the US Fish and Wildlife Services 2012 statewide Endangered Species Act delisting of the species The ruling from the US District Court halts the management of wolves by Wyoming a state with a history of hostile and extreme anti-wolf policiesThe court has ruled and Wyomings kill-on-sight approach to wolf management throughout much of the state must stop said Earthjustice attorney Tim Preso Todays ruling restores much-needed federal protection to wolves throughout Wyoming which allowed killing along the borders of Yellowstone National Park and throughout national forest lands south of Jackson Hole where wolves were treated as vermin under state management If Wyoming wants to resume management of wolves it must develop a legitimate conservation plan that ensures a vibrant wolf population in the Northern RockiesEarthjustice represented Defenders of Wildlife Natural Resources Defense Council the Sierra Club and the Center for Biological Diversity in challenging the Fish and Wildlife Services September 2012 decision to strip Endangered Species Act protections from gray wolves in Wyoming The conservation groups challenged (http://earthjusticeorg/news/press/2013/wyoming-wolf-delisting-challenged-in-federal-court) the 2012 decision on grounds that Wyoming law authorized unlimited wolf killing in a predator zone that extended throughout most of the state and provided inadequate protection for wolves even where killing was regulatedToday the court affirmed that delisting gray wolves in Wyoming by the Obama administration was premature and a violation of federal law said Defenders of Wildlife President and CEO Jamie Rappaport Clark Any state that has a wolf management plan that allows for unlimited wolf killing throughout most of the state should not be allowed to manage wolves Wolves need to remain protected under the Endangered Species Act until the species is fully recovered State laws and policies that treat wolves like vermin are as outdated and discredited today as they were a century agoThe decision makes clear that shoot-on-sight is not an acceptable management plan for wolves across the majority of the state said Dr Sylvia Fallon senior scientist and wildlife conservation director at the Natural Resources Defense Council Its time for Wyoming to step back and develop a more science-based approach to managing wolvesThe court has rightly recognized the deep flaws in Wyomings wolf management plan Wolves in Wyoming must have federal protection until the state gets it right That means developing a science-based management plan that recognizes the many benefits wolves bring to the region instead of vermin that can be shot on sight in the majority of the state said Bonnie Rice of the Sierra Clubs Greater Yellowstone Our Wild America CampaignWere thrilled that protections for Wyomings fragile population of wolves have been restored said Noah Greenwald endangered species director with the Center for Biological Diversity With Wyoming allowing wolves to be shot on sight across more than 80 percent of the state there is no way protections for wolves should have ever been removedThe 2012 delisting of wolves in Wyoming turned wolf management over to the state which opened up over 80 percent of its land to unlimited wolf killing and provided weak protections for wolves in the remainder Since the delisting 219 wolves have been killed under Wyomings management Prior to the 2012 reversal of its position the Fish and Wildlife Service denied Wyoming the authority to manage wolves in the state due to its extremely hostile anti-wolf laws and policiesBackground: There were once up to 2 million gray wolves living in North America but the animals were driven to near-extinction in the lower 48 states by the early 1900s After passage of the federal Endangered Species Act in 1973 and protection of the wolf as endangered federal recovery programs resulted in the rebound of wolf populations in limited parts of the country Roughly 5500 wolves currently live in the continental United States -- a fraction of the species historic numbersThe US Fish and Wildlife Service is currently proposing to remove Endangered Species Act protection for most gray wolves across the United States a proposal that the groups strongly oppose; a final decision could be made later this year,Wolf De-listing Endangered Species Act Wyoming NGO Protections,NGO,Tim Preso a lawyer with Earthjustice,The court has ruled and Wyomings kill-on-sight approach to wolf management throughout much of the state must stop said Earthjustice attorney Tim Preso Todays ruling restores much-needed federal protection to wolves throughout Wyoming which allowed killing along the borders of Yellowstone National Park and throughout national forest lands south of Jackson Hole where wolves were treated as vermin under state management If Wyoming wants to resume management of wolves it must develop a legitimate conservation plan that ensures a vibrant wolf population in the Northern Rockies
143,Wyoming wolves protected again,Y,9/24/2014,After,Bismarck Tribune,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/newspapers/wyoming-wolves-protected-again/docview/1564775463/se-2?accountid=14793,Wolf Delisting AND Wyoming,,Wyoming Wolf Recovery Hunting Endangered Species Act De-listing,NGO,Jamie Rappaport Clark Defenders of Wildlife President and CEO ,She said Tuesday the issue at stake in the Wyoming wolf litigation is not merely the wolves themselves but the overall integrity of the Endangered Species ActClark said she regards the Fish and Wildlife Services affirmation of inadequate management plans for Wyoming wolves as disappointing She said the agency has top biologists but she added: These plans arent meeting the standards that were in play when I was at the Fish and Wildlife Service
70,Gov Mead eyes congressional fix on wolf delisting,Y,10/30/2014,After,The Gazette,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/gov-mead-eyes-congressional-fix-on-wolf-delisting/docview/1618247842/sem-2?accountid=14793,Wolf Delisting and Idaho,,Montana Idaho Wyoming De-listing Wolf Endangered Species Act NGO Protections,Executive,Wyoming Gov Matt Mead,Mead said he expects the states congressional delegation would push for acceptance of the same wolf management plan that Jackson overturned although perhaps with additional language making the buffer population a legal requirementOther than that I think its an extraordinarily good plan Mead said And I think the history and the hunts weve had show its working and its working well -- that wolves were being managed very conservatively and that we more than met a necessary buffer
526,Confirmed: Gray Wolf in the Grand Canyon,Y,11/21/2014,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/wire-feeds/confirmed-gray-wolf-grand-canyon/docview/1626788838/se-2?accountid=14793,Wolf delisting AND Wyoming,The US Fish and Wildlife Service (Service) today confirmed that the wolf-like animal seen near the North Rim of the Grand Canyon on the North Kaibab National Forest earlier this month is in fact a gray wolf The wolf has been identified through DNA analysis of scat as a female gray wolf from the Rocky Mountains The Service will begin the process of comparing the DNA to that of known wolves in the Rockies According to the Service this wolf traveled at least 450 miles to reach suitable habitat in the Grand Canyon region Gray wolves are currently federally protected under the Endangered Species Act (ESA) in ArizonaThe following is a statement from Eva Sargent Director of Southwest Programs Defenders of wildlife:It is so exciting to see a wolf in the Grand Canyon once again especially since it has been over 70 years since they were exterminated in the region Science has established that there is great habitat for these iconic animals in the Grand Canyon ecoregion and this female gray wolfs presence on the north rim is proof that the science is rightThis wolfs journey is an example of what gray wolf recovery should look like: animals naturally dispersing to find suitable habitat It also reinforces just how critical continued federal protections for gray wolves are right now Because gray wolves are still federally protected in the majority of the continental United States this wolf was able to safely migrate over 450 miles through states like Colorado to seek out some of her ancestors most favored habitatA federal wolf delisting will remove these protections across most of the continental United States With patchwork state protection for the species at best and overt persecution of wolves at worst journeys like this brave wolfs would be extremely difficult if not impossibleBackground:Wolves from the north and south historically met interbred and thrived in the Grand Canyon ecoregion and the Southern Rockies There were once up to two million gray wolves living in North America but the animals had been driven to near-extinction in the lower 48 states by the early 1900s After passage of the federal Endangered Species Act in 1973 and protection of the wolf as endangered federal recovery programs resulted in the rebound of wolf populations in limited parts of the country Roughly 5500 wolves now live in the continental United States but today the species only occupies approximately 36 percent of their suitable range - remaining absent from huge swaths of wilderness that provide excellent habitat but are missing wolves as an essential component of ecosystem function Places like the Grand Canyon ecoregion Olympic Peninsula in Washington much of western Colorado northern California and parts of Utah could all be a home to wolves once again bringing both ecological and economic benefits to local communitiesWolves are an iconic native species that play a vital role in restoring healthy ecosystems by keeping prey species in balance In 2013 the Service proposed a federal delisting of gray wolves across the country In the event of a delisting management of wolves would be determined by individual states Wolves are still not recovered in significant portions of their range and are not secure in areas of the country where they have already been delisted Aggressive hunting trapping and lethal control in Idaho Montana and Wyoming are undermining the progress made since wolves were reintroduced in the Northern Rockies in 1995,NGO Protections Wolf,NGO,Eva Sargent Director of Southwest Programs Defenders of wildlife,This wolfs journey is an example of what gray wolf recovery should look like: animals naturally dispersing to find suitable habitat It also reinforces just how critical continued federal protections for gray wolves are right now Because gray wolves are still federally protected in the majority of the continental United States this wolf was able to safely migrate over 450 miles through states like Colorado to seek out some of her ancestors most favored habitatA federal wolf delisting will remove these protections across most of the continental United States With patchwork state protection for the species at best and overt persecution of wolves at worst journeys like this brave wolfs would be extremely difficult if not impossible
37,Utah sends $500K more to unexplained wolf delisting efforts,Y,3/18/2015,After,The Salt Lake Tribune,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/utah-sends-500k-more-unexplained-wolf-delisting/docview/1664572580/sem-2?accountid=14793,Wolf Delisting AND Idaho,Lawmakers didnt discuss wolves status as a protected species during the 2015 Legislature ccc not until the very endTwo hours before the final gavel dropped Spanish Fork Republican Rep Mike McKell rose to defend giving activists $500000 to pressure federal officials to return wolf management to the statesMcKells proposed line item had not been discussed publicly during the normal state budgeting process even though it has been the source of past controversyThis is a big deal a big deal for ranchers Its a big deal for wildlife in this state McKell proclaimed on the House floor after another lawmaker suggested spending the money on air quality research insteadIm not ashamed of this he added I dont want the wolf in Utah We cant afford to have the wolf in UtahMcKell believes wolf packs are wiping out elk in Idahos Panhandle The same cant happen in Utah he saysThe US Fish and Wildlife Service first proposed delisting the gray wolf nationwide from the Endangered Species Act in 2013 Removing the wolf from the protected list would pass management of the predators on to the states neatly aligning with Utah leaders policy goalsBut federal wildlife managers now are rethinking the wisdom of stripping protections from an apex predator that was once hunted trapped and poisoned to the brink of extinction The wolf has yet to recover on a significant portion of its range as required under the law to warrant a delistingNo packs have been established in Utah and McKell the House chairman of the Natural Resources Appropriations Subcommittee wants to keep it that way by lobbying for congressional interventionHis last-minute appropriation will renew a contract with Ryan Benson a lawyer affiliated with Sportsmen for Fish and Wildlife and its politically connected founder Don PeaySince 2010 Utah has directed $800000 to Big Game Forever an anti-predator advocacy outfit founded by Benson and Peay even though the group has never explained how it has spent the moneyThe groups opaque accounting drew a rebuke from the legislative auditor in October of 2013 who was frustrated there was no way to determine if the money was being put to its designated purposeA year later the Utah Department of Natural Resources awarded Benson a $2 million contract to thwart an endangered species listing for greater sage grouse A former patent lawyer and an avid big game hunter Benson had minimal prior experience with the bird speciesMcKell said his goal with the wolf appropriation is to get Utah covered in proposed federal legislation ordering the secretary of the Interior to delist wolves in Wyoming and the Western Great Lakes regionIts imperative to ensure that the state of Utah is in this fight McKell said This funding is incredibly importantWildlife conservation groups describe Utahs effort as incredibly wasteful and mired in residual hatred of predators that excludes any appreciation of the ecological benefits they provide as a keystone speciesCongress is the least appropriate organization to get involved with these biological decisions Where is their expertise? said Don Barry executive vice president of Defenders of Wildlife Whether a species is heading toward extinction is a scientific calculation It is not a political oneThe wildlife service already has delisted wolves for the Great Lakes and Wyoming but federal judges have ruled these changes are premature under suits filed by Defenders and other groups Those rulings prompted Wisconsin Congressman Reid Ribble a Republican to introduce HR884 directing the Interior to finalize the delisting rulesBut Barry noted Fish and Wildlife has made no final determination whether to delist wolves nationally so the logic supporting HR884 cannot be applied to Utah which has documented only itinerant wolvesA far-roaming female from Wyoming was killed Dec 28 after a bounty hunter mistook her for a coyoteAnd last fall photos confirmed the presence of a male wolf on the south slope of the Uinta MountainsBenson has made a good living promoting a Big Bad Wolf narrativeBig Game Forever paid Benson $190000 and Peay $90000 in 2012 according to financial disclosures filed with the IRSWhatever its funding from Utahs Legislature the groups claims that wolves are running amok in Idaho eradicating big game have little basis in science critics saySince 2009 wolf numbers have plateaued in the Northern Rockies to about 1700 animals in 320 packs according to Fish and WildlifeAnd the National Park Service says Yellowstone wolf numbers peaked in 2003 at 175 and have since slipped to half that manyThose numbers still far exceed federal recovery goals but they are nowhere near the 4000 wolves that Big Game Forever says stalk the regionIdahos elk declines particularly in the Lolo region in the states Panhandle are largely due to habitat changes according to Dan MacNulty a Utah State University wildlife biologist who studies wolvesThe Big Burn wildfire of 1910 not only gave rise to a fledgling US Forest Service and its fire-fighting mission but also transformed parts of the Northern Rockies into great habitat for elk whose numbers soared during the very decades hunters rid the landscape of big predatorsA policy of fire suppression also changed the forests in ways that dont favor elk allowing conifers to encroach into open meadows MacNulty said And spring green-ups occur more quickly now leaving elk cows insufficient time to bulk up on nutritious grassesWolves kill elk calves MacNulty said They will have an effect but is secondary to these bottom-up effectsSalt Lake City Democratic Rep Joel Briscoe and other House Democrats were incensed that the wolf appropriation which the Division of Wildlife Resources did not seek advanced without a hearingIf its that needed why not do it in public like everyone else? Briscoe asked This is why you have a bicameral legislature so there is more than one chance to look at a billIn the final hours of the 2015 session lawmakers discovered a few million dollars available and House budget managers agreed wolf delisting was worthy of support according to McKellIdaho has allocated $400000 to kill wolves which are inflicting $30 million in economic impacts McKell said Idahos state plan is clearly failing They are not taking out enough wolves he argued I have seen the devastating impacts of wolves Thats something we never want to see in UtahMcKell claims hunting generates $23 billion in revenue for the state of UtahBriscoe argues those who want to keep wolves out are more interested in preserving unnaturally large big game herds than in doing whats right for the landscapeIt seems to me they are trying to manage for hunters a limited segment of the population Briscoe said They love it when there are lots of elk You dont have to work very hard to find them,Idaho Wolf De-listing Wyoming,Legislative,Utah State Senate Mike McKell (R),Idaho has allocated $400000 to kill wolves which are inflicting $30 million in economic impacts McKell said Idahos state plan is clearly failing They are not taking out enough wolves he argued I have seen the devastating impacts of wolves Thats something we never want to see in Utah
441,Lummis Newhouse to Secretary Jewell: Delist Gray Wolf Nationally,Y,4/30/2015,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/wire-feeds/lummis-newhouse-secretary-jewell-delist-gray-wolf/docview/1677311694/sem-2?accountid=14793,Wolf delisting AND Idaho,Yesterday US Representatives Cynthia Lummis (WY-At large) and Dan Newhouse (WA-04) sent a letter along with 35 of their colleagues to urge Secretary of the Interior Sally Jewell and US Fish and Wildlife Service Director Dan Ashe to move forward with finalizing a June 2013 proposed rule to delist the gray wolf (Canis lupus) nationally from the List of Endangered and Threatened Wildlife under the Endangered Species Act (ESA)We write to you in strong support of the proposed rule by the US Fish and Wildlife Service (USFWS) and the Department of Interior (DOI) to delist the gray wolf (Canis lupus) nationally though we are very concerned with the lack of progress USFWS and DOI have made on this important issue the Members wrote We urge you to move forward with the implementation of the gray wolf delisting effort proposed by USFWS and ask that you deny any request seeking to rescind or modify the proposed ruleIn addition to scientific data showing significant increases to the number of wolves nationally the proposed rule also recognizes a number of significant changes in scientists understanding of the taxonomy and historic habitat in the 37 years since the gray wolf was first listed as endangeredThe failure by USFWS to fully delist the gray wolf has also led to decreased social tolerance and has hurt the ability of many states to maintain this critically-important facet of successful wolf recovery This complex issue includes various considerations - from social to economic and political - and a states ability to manage their gray wolf population relies on the input and buy-in of a variety of stakeholders who can be disenfranchised by the failure to remove problem wolves (lethally or through other means)Rep Lummis has additionally co-sponsored legislation to restore the approved state management plans for the gray wolf in both Wyoming and the Western Great Lakes regionThe letter was signed by Reps Mark E Amodei (R-NV) Dan Benishek (R-MI) Rob Bishop (R-UT) Ken Buck (R-CO) Jason Chaffetz (R-UT) Kevin Cramer ((R-ND) Sean Duffy (R-WI) Tom Emmer (R-MN) Trent Franks (R-AZ) Louie Gohmert (R-TX) Paul Gosar (R-AZ) Glenn Grothman (R-WI) Jeb Hensarling (R-TX) Raul Labrador (R-ID) Doug LaMalfa (R-CA) Doug Lamborn ((R-CO) Mia Love (R-UT) Cynthia Lummis (R-WY) Tom McClintock (R-CA) Cathy McMorris Rodgers (R-WA) Jeff Miller (R-FL) John Moolenaar (R-MI) Dan Newhouse (R-WA) Steve Pearce (R-MN) Collin C Peterson (D-MN) Reid Ribble ((R-WI) David Rouzer (R-NC) Paul Ryan (R-WI) David Schweikert (R-AZ) Pete Sessions (R-TX) Adrian Smith ((R-NE) Chris Stewart (R-UT) Scott Tipton (R-CO) Greg Walden (R-OR) Ted Yoho (R-FL) Don Young (R-AK) and Ryan Zinke (R-MT)For the full text of the letter click here (http://newhousehousegov/sites/newhousehousegov/files/Newhouse%20Ltr%20on%20Gray%20Wolves%20to%20Interior%20and%20USFWSpdf) or see below:April 28 2015The Honorable Sally JewellSecretaryUS Department of the Interior1849 C Street NWWashington DC 20240The Honorable Dan AsheDirectorUS Fish and Wildlife Service1849 C Street NWWashington DC 20240Dear Secretary Jewell and Director Ashe:We write to you in strong support of the proposed rule by the US Fish and Wildlife Service (USFWS) and the Department of Interior (DOI) to delist the gray wolf (Canis lupus) nationally though we are very concerned with the lack of progress USFWS and DOI have made on this important issue We urge you to move forward with the implementation of the gray wolf delisting effort proposed by USFWS and ask that you deny any request seeking to rescind or modify the proposed rule Further we are opposed to your January 16 2015 decision to list the Mexican wolf (Canis lupus baileyi) as an endangered subspeciesOn June 13 2013 DOI and USFWS published in the Federal Register (FR) a proposed rule that would have removed the gray wolf from the List of Endangered and Threatened Wildlife This determination was made after USFWS evaluated the classification status of gray wolves currently listed in the contiguous United States and Mexico under the Endangered Species Act of 1973 (ESA) and found the best available scientific and commercial information indicates that the currently listed entity is not a valid species under the Act (Docket No FWS-HQ-ES-2013-0073)The statutory purpose of ESA is to recover species to the point where they are no longer considered endangered or threatened The gray wolf is currently found in nearly fifty countries around the world and has been placed in the classification of least concern globally for risk of extinction by the Species Survival Commission Wolf Specialist Group of the International Union for Conservation Nature (IUCN) Despite numerous lawsuits brought by the environmental community ample populations in the United States and Canada have already led to the delisting of the gray wolf from ESA in the Northern Rocky Mountain and Western Great Lakes region This indication makes clear that this species is not endangered nor threatened with extinctionThe proposed rule notes that there is no distinctive genetic or behavioral difference between the wolves in Canada and the Western delisted regions in the United States and the gray wolves that currently reside where the species is still classified as endangered Of particular concern is the fact that there are no geographic barriers to prevent the wolves from traveling between listed and delisted areas In the State of Washington the gray wolf is delisted only in the eastern third of the state forcing USFWS and the Washington Department of Fish & Wildlife (WADFW) to rely on an arbitrary political boundary when delineating a species In fact packs identified in the Pacific Northwest (where the gray wolf is still listed as endangered) have been found to be descendants of those from British Columbia and the delisted Northern Rocky Mountain region - meaning they are not a discrete population as defined under ESAThe need to delist is supported by your assertion in the proposed rule that ESA does not require us to restore the gray wolf to all of its historical range or even to a majority of its current suitable habitat Instead the Act requires that we recover listed species such that they no longer meet the definitions of threatened species or endangered species  although C lupus (gray wolf) has undergone significant range contraction in portions of its historical range the species continues to be widespread and as a whole stable We have found no substantial evidence to suggest that gray wolves are at risk of extinction throughout their global range now or are likely to become so in the foreseeable futureFederal environmental and species management policies must be based on the best available science In addition to scientific data showing significant increases to the number of wolves nationally the proposed rule also recognizes a number of significant changes in scientists understanding of the taxonomy and historic habitat in the 37 years since the gray wolf was first listed as endangeredAs the proposed rule clearly shows full delisting of the gray wolf is long overdue Since wolves were first provided protections under ESA uncontrolled and unmanaged growth of wolf populations has resulted in devastating impacts on hunting and ranching as well as tragic losses to historically strong and healthy livestock and wildlife populationsThe failure by USFWS to fully delist the gray wolf has also led to decreased social tolerance and has hurt the ability of many states to maintain this critically-important facet of successful wolf recovery This complex issue includes various considerations - from social to economic and political - and a states ability to manage their gray wolf population relies on the input and buy-in of a variety of stakeholders who can be disenfranchised by the failure to remove problem wolves (lethally or through other means)We believe that state governments are fully qualified to responsibly manage gray wolf populations and are better able to meet the needs of local communities ranchers livestock and wildlife populations Delisting the gray wolf under ESA would allow state wildlife officials to more effectively manage wolf populations - as we have seen is possible in states such as Idaho Montana Wyoming Minnesota Wisconsin and Michigan We urge that you move forward with finalizing and implementing the proposed rule to nationally delist the gray wolf without further delay,Idaho Montana Wyoming De-listing Wolf Endangered Species Act Gray Wolves Recovery Protections Hunting,Legislative,Senator Cynthia Lummis (R-WY) and Dan Newhouse along with 35 of their colleagues,We write to you in strong support of the proposed rule by the US Fish and Wildlife Service (USFWS) and the Department of Interior (DOI) to delist the gray wolf (Canis lupus) nationally though we are very concerned with the lack of progress USFWS and DOI have made on this important issue the Members wrote We urge you to move forward with the implementation of the gray wolf delisting effort proposed by USFWS and ask that you deny any request seeking to rescind or modify the proposed ruleIn addition to scientific data showing significant increases to the number of wolves nationally the proposed rule also recognizes a number of significant changes in scientists understanding of the taxonomy and historic habitat in the 37 years since the gray wolf was first listed as endangeredThe failure by USFWS to fully delist the gray wolf has also led to decreased social tolerance and has hurt the ability of many states to maintain this critically-important facet of successful wolf recovery This complex issue includes various considerations - from social to economic and political - and a states ability to manage their gray wolf population relies on the input and buy-in of a variety of stakeholders who can be disenfranchised by the failure to remove problem wolves (lethally or through other means)
65,Wyoming US Rep others press for national wolf delisting,Y,5/2/2015,After,Idaho State Journal,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/usnews/newspapers/wyoming-us-rep-others-press-national-wolf/docview/1677656536/sem-2?accountid=14797,Wolf Delisting and Idaho,,Wolf De-listing Montana Idaho Wyoming Endangered Species Act Protections,NGO,Tim Preso a lawyer with Earthjustice,Tim Preso a lawyer with Earthjustice in Bozeman  Mont represented a coalition of environmental groups in their challenge to wolf delisting in WyomingOne of the fundamental principles that our society adopted with the Endangered Species Act was that we would manage these species based on science  not political whims Preso said And all these measures represent an effort for politics to trump science and I think in the long run well be the poorer for that
520,Poison Pill Amendments Added to Senate Sportsmens Bill,Y,1/20/2016,After,Targeted News Service,https://uwyoidmoclcorg/login?url=https://wwwproquestcom/wire-feeds/poison-pill-amendments-added-senate-sportsmens/docview/1758379015/se-2?accountid=14793,Wolf delisting AND Wyoming,Three poison pill amendments were added to the Bipartisan Sportsmens Act of 2015 when S 659 passed through markup in the Environment and Public Works Committee this morning These damaging anti-wildlife amendments include a provision which would strip Endangered Species Act protections for gray wolves in Wyoming and the Great Lakes region; a provision prohibiting the US Fish and Wildlife Service from blocking anti-predator measures proposed by the State of Alaska for bears wolves and other carnivores on national wildlife refuges in that state; and a provision which guts existing Clean Water Act protections that safeguard our nations waterways from avoidable pesticide pollution Please see our background section for more informationThe following is a statement from Defenders of Wildlife President and CEO Jamie Rappaport Clark:These amendments are quite simply legislative poison pills They are damaging to the laws and regulations that protect our wildlife water and lands Their addition to the Sportsmens bill should give the administration no choice but to veto the legislationOnce again some anti- environmental members of Congress have put the desires of special interest groups and polluting industries before the stewardship of our environment How else to explain voting yes on an amendment that leaves the door open for pesticide pollution flowing into our nations rivers lakes and streams? Or supporting a measure that would block the Fish and Wildlife Service from prohibiting various unethical predator hunting practices on wildlife refuges in Alaska like using traps and bait to hunt bears hunting wolves during their denning season and even hunting bear cubs and bear sows with young cubs?To top it all off the bill includes an amendment that undermines the Endangered Species Act by reinstating wolf delisting rules that violated the law according to two separate federal judges It strips away Endangered Species Act protections for the gray wolf in Wyoming and the Great Lakes region while eliminating citizens ability to go to court to challenge these deficient rules This is only the latest of a constant stream of bills and riders that seek to harm gray wolves and weaken the Endangered Species Act,De-listing Wolf Wyoming NGO Endangered Species Act,NGO,Jamie Rappaport Clark Defenders of Wildlife President and CEO ,To top it all off the bill includes an amendment that undermines the Endangered Species Act by reinstating wolf delisting rules that violated the law according to two separate federal judges It strips away Endangered Species Act protections for the gray wolf in Wyoming and the Great Lakes region while eliminating citizens ability to go to court to challenge these deficient rules This is only the latest of a constant stream of bills and riders that seek to harm gray wolves and weaken the Endangered Species Act
